OrderID,WinesChampagnes,BeersCoolers,Spirits,RedWines
3024741,6,0,1,3
3030121,0,0,0,3
3030887,0,0,0,5
3034353,0,0,0,1
3052062,0,2,6,4
3052062,0,2,7,4
3052062,0,1,6,4
3052062,0,1,7,4
3056923,0,0,0,4
3060797,0,7,0,6
3067332,0,1,0,3
3068670,0,0,0,33
3071932,0,0,0,3
3075084,0,0,0,7
3075091,0,0,0,9
3076518,0,0,0,17
3078300,6,0,1,2
3085124,0,4,0,3
3085803,0,0,2,3
3086452,7,0,8,9
3087121,0,1,0,3
3087121,0,2,0,3
3087821,0,6,8,12
3087821,0,6,7,12
3087821,0,5,8,12
3087821,0,5,7,12
3087821,0,4,8,12
3087821,0,4,7,12
3093895,0,3,0,5
3100260,0,0,0,17
3104133,0,0,0,1
3106335,0,0,0,13
3107871,0,0,0,1
3111225,1,0,0,4
3111545,0,5,0,1
3114240,0,3,0,4
3117133,0,0,0,11
3127031,7,0,0,1
3128776,0,13,0,9
3142144,0,0,0,6
3142912,0,0,0,2
3146525,0,0,0,3
3146912,0,0,10,3
3148670,0,4,0,1
3148670,0,2,0,1
3157284,0,4,0,10
3157284,0,3,0,10
3157284,0,2,0,10
3167877,0,0,0,5
3168055,0,0,0,2
3168513,0,0,3,4
3178424,0,0,0,3
3179178,0,0,0,9
3179571,0,1,0,3
3179571,0,2,0,3
3180768,0,0,0,8
3181362,0,0,4,5
3188985,0,0,0,2
3192446,0,0,0,14
3192568,0,0,0,16
3193840,0,0,0,1
3194978,0,0,0,5
3196941,0,0,0,1
3198367,0,6,0,2
3198367,0,1,0,2
3198367,0,7,0,2
3198367,0,8,0,2
3201481,0,0,0,1
3201759,0,0,0,1
3213181,0,0,0,1
3215589,0,8,0,4
3215589,0,7,0,4
3215589,0,2,0,4
3215589,0,1,0,4
3215589,0,10,0,4
3215589,0,9,0,4
3218028,0,0,0,3
3218976,0,6,9,18
3218976,0,7,8,18
3218976,0,6,8,18
3218976,0,7,10,18
3218976,0,6,10,18
3218976,0,7,9,18
3218990,0,3,0,9
3218990,0,2,0,9
3224297,0,0,0,1
3225561,0,0,0,1
3227221,0,0,0,9
3230001,0,9,0,8
3230001,0,10,0,8
3234725,0,0,0,2
3239142,0,0,0,4
3243429,0,0,0,1
3245191,0,0,0,8
3247780,0,0,0,2
3249625,0,5,4,6
3249625,0,5,3,6
3249625,0,7,4,6
3249625,0,7,3,6
3249625,0,1,4,6
3249625,0,1,3,6
3249625,0,8,4,6
3249625,0,8,3,6
3249711,0,2,0,6
3249711,0,8,0,6
3249711,0,9,0,6
3249711,0,1,0,6
3258880,0,0,8,5
3261221,0,0,0,5
3266855,0,4,7,5
3268072,0,3,0,1
3272190,0,0,0,9
3280313,11,0,0,9
3280509,0,0,0,2
3285203,0,1,6,5
3285203,0,3,6,5
3285203,0,2,6,5
3286235,0,0,0,6
3286731,0,0,0,4
3286777,0,0,0,8
3288445,0,0,0,1
3288608,0,6,0,13
3288608,0,9,0,13
3288608,0,8,0,13
3288608,0,1,0,13
3288608,0,5,0,13
3288608,0,7,0,13
3289188,0,0,0,3
3296686,0,0,0,1
3297648,0,0,0,1
3297768,0,0,0,2
3309554,0,0,0,23
3310810,0,0,0,9
3315630,0,0,0,2
3322888,0,0,0,1
3324623,2,0,0,3
3325129,0,3,0,8
3325129,0,6,0,8
3325129,0,1,0,8
3325129,0,2,0,8
3338056,0,9,0,8
3338056,0,6,0,8
3338481,5,0,8,4
3340423,0,0,0,2
3341945,0,4,0,3
3341945,0,1,0,3
3342930,0,0,0,6
3349410,0,0,8,13
3349883,0,0,0,1
3353369,0,2,0,4
3353369,0,7,0,4
3353369,0,1,0,4
3353720,0,0,0,1
3362353,0,0,0,10
3363610,0,7,0,1
3365895,0,3,2,5
3367310,0,15,8,10
3367310,0,3,8,10
3367310,0,14,1,10
3367310,0,15,1,10
3367310,0,3,1,10
3367310,0,14,2,10
3367310,0,15,2,10
3367310,0,14,8,10
3367310,0,3,2,10
3372100,0,0,0,12
3373207,2,6,0,1
3373207,3,6,0,1
3373317,0,1,0,10
3380097,0,0,0,1
3383480,0,0,9,12
3391113,0,1,0,5
3391113,0,2,0,5
3391113,0,3,0,5
3400373,0,0,0,10
3400714,0,3,0,6
3400714,0,2,0,6
3400714,0,4,0,6
3401115,0,0,0,3
3401523,0,0,0,2
3404282,0,0,0,6
3404637,0,0,0,7
3407792,5,1,0,3
3407792,6,1,0,3
3407792,5,2,0,3
3407792,6,2,0,3
3407792,5,8,0,3
3407792,6,8,0,3
3410566,0,0,0,2
3412087,0,7,0,1
3412087,0,8,0,1
3412087,0,6,0,1
3413490,0,0,0,9
3415300,0,0,0,1
3416336,0,1,0,4
3417594,0,0,0,2
3417637,0,2,0,9
3417637,0,1,0,9
3417637,0,3,0,9
3417783,24,0,0,22
3418556,0,0,0,7
32327,0,1,0,6
36552,0,0,0,1
41240,0,1,0,2
66358,3,0,0,4
144144,0,0,0,5
151126,0,0,1,3
154167,6,0,0,5
250172,4,2,0,5
250172,4,3,0,5
290698,0,0,0,1
360810,0,3,0,5
360810,0,2,0,5
365680,0,0,0,2
386758,0,0,0,16
399357,0,6,0,5
439688,0,0,0,8
443617,0,0,0,3
461294,0,0,2,1
483342,0,0,0,10
497743,0,0,0,17
508125,6,0,0,1
537162,0,0,0,6
597173,0,0,0,1
608845,0,0,1,2
640885,8,1,0,2
648936,0,0,0,3
709105,0,0,0,1
718744,0,0,0,3
726255,0,0,0,2
729027,0,0,0,1
775641,0,0,0,1
813741,0,0,0,3
832540,0,0,1,6
847230,0,0,0,1
876788,0,3,0,10
879755,0,2,0,3
879755,0,1,0,3
879755,0,5,0,3
879755,0,6,0,3
917715,0,0,0,3
947322,0,0,0,3
980281,0,2,0,1
992312,0,0,0,14
1017004,0,0,0,1
1105861,0,0,0,3
1112917,0,0,0,5
1115561,0,0,0,2
1121606,0,0,0,1
1164199,5,0,3,6
1164199,5,0,2,6
1164199,5,0,1,6
1164199,5,0,4,6
1197987,0,0,0,3
1280508,0,0,0,1
1286925,6,4,7,9
1410632,0,2,0,5
1419227,0,0,0,37
1474709,0,0,0,3
1538119,0,0,0,7
1553092,0,0,0,3
1587131,0,0,0,4
1596227,0,0,0,6
1610503,4,0,0,1
1610503,3,0,0,1
1610503,2,0,0,1
1610503,5,0,0,1
1652015,8,5,0,7
1652015,8,6,0,7
1652015,8,4,0,7
1697607,8,5,0,23
1762963,0,0,0,1
1827479,0,0,0,7
1945253,0,0,0,5
1975555,0,0,0,2
2044488,0,0,0,6
2081375,0,0,0,1
2207884,0,0,0,22
2214992,0,0,0,3
2228898,0,7,0,6
2239387,0,0,0,1
2241390,0,6,0,5
2241712,0,0,0,27
2287121,0,0,0,2
2395088,0,0,0,2
2395241,0,0,0,5
2407445,0,0,0,5
2438444,0,0,0,1
2479626,3,0,0,1
2481280,0,3,0,5
2481280,0,2,0,5
2481280,0,1,0,5
2488088,0,0,0,2
2498346,0,15,0,6
2503128,0,0,0,3
2521615,0,0,0,4
2603697,4,0,0,15
2616258,0,1,0,2
2616258,0,7,0,2
2618291,0,0,2,3
2639152,0,0,0,1
2686790,0,0,0,1
2707041,0,0,0,4
2731628,0,2,0,5
2731628,0,3,0,5
2731628,0,1,0,5
2778053,0,7,6,2
2817140,0,4,0,12
2817140,0,7,0,12
2858533,0,0,0,3
2877971,0,8,0,11
2884231,0,2,4,6
2894318,0,0,0,1
2959276,0,0,0,5
2963553,0,0,0,2
3010664,0,0,0,11
3024727,0,0,0,1
3038383,0,0,0,5
3047264,0,0,0,11
3061226,0,0,1,3
3114425,0,11,0,9
3114425,0,10,0,9
3144933,0,0,0,4
3163123,0,0,0,1
3218231,1,0,0,4
3219417,0,1,2,3
3232606,0,2,0,6
3232606,0,3,0,6
3253670,4,0,0,2
3278810,0,0,0,7
3357403,0,0,0,1
3377730,2,0,0,3
3381977,0,0,0,2
3414669,5,0,0,4
16996,0,0,0,12
84291,0,0,0,2
109038,9,0,0,2
285380,0,0,0,1
500410,0,0,0,3
835203,0,13,12,11
888180,0,0,5,1
900596,0,0,0,3
943200,0,0,7,4
953049,0,0,8,2
1077524,0,0,3,7
1226645,0,0,1,2
1382797,0,0,7,3
1382797,0,0,8,3
1519498,0,0,5,3
1679946,0,0,0,3
1686390,0,0,0,9
1749882,0,0,0,3
1773049,0,0,7,1
1872022,0,0,0,3
1916016,0,0,0,4
2010005,0,0,0,4
2098803,0,10,3,1
2142744,0,0,0,2
2149897,2,0,3,6
2149897,2,0,1,6
2149897,2,0,4,6
2454010,0,0,3,4
2507131,0,0,0,7
2536139,0,0,0,1
2583909,0,17,8,1
2767418,8,0,0,14
2767418,9,0,0,14
2767418,6,0,0,14
2767418,7,0,0,14
2767418,10,0,0,14
2796130,0,16,3,2
2796130,0,17,3,2
2912773,0,0,0,2
2985643,0,4,0,7
2985643,0,6,0,7
2985643,0,5,0,7
3064002,0,0,3,1
3118481,0,15,11,3
3118481,0,15,12,3
3139696,0,0,0,1
3173728,0,0,0,6
3190490,0,0,0,3
3250637,0,0,0,6
97117,0,0,0,2
131558,0,0,0,7
185434,0,5,3,4
185434,0,11,3,4
235847,0,0,2,8
239571,0,0,0,1
240623,0,0,9,10
240623,0,0,3,10
283860,8,4,5,6
301555,0,0,0,1
315637,0,0,0,1
372789,0,0,0,1
375582,0,0,0,3
395219,17,0,0,9
402995,0,7,0,4
430804,0,0,0,2
491814,0,0,6,5
491814,0,0,7,5
491814,0,0,8,5
560414,0,6,0,2
560414,0,4,0,2
560414,0,5,0,2
574038,0,0,0,3
597700,0,0,0,7
718984,0,0,0,11
737659,13,7,0,10
737659,13,1,0,10
737659,13,8,0,10
737659,13,6,0,10
737659,13,4,0,10
737659,13,3,0,10
737659,13,2,0,10
737659,13,9,0,10
737659,13,5,0,10
764101,0,0,0,2
765508,0,5,0,21
775721,1,12,16,2
800317,0,3,0,2
874251,0,0,0,1
937216,0,0,0,16
972664,0,0,8,7
973748,0,0,0,8
986929,0,0,0,17
1002726,0,0,0,14
1076894,0,0,0,3
1111647,0,0,0,3
1157733,0,0,0,8
1210869,0,0,0,2
1249615,0,4,5,1
1249615,0,2,5,1
1261059,0,0,0,7
1288962,0,0,0,2
1293127,0,0,0,15
1317932,0,0,0,6
1353116,0,9,0,4
1353116,0,7,0,4
1353116,0,11,0,4
1353116,0,8,0,4
1353116,0,10,0,4
1353343,0,0,0,1
1358439,0,0,0,8
1361623,0,0,0,6
1396187,0,0,16,2
1396187,0,0,17,2
1404448,0,0,0,3
1492677,0,0,0,14
1506584,0,6,0,9
1506584,0,1,0,9
1506584,0,5,0,9
1506584,0,3,0,9
1506584,0,8,0,9
1506584,0,7,0,9
1506584,0,2,0,9
1506584,0,4,0,9
1536551,0,3,0,1
1611024,0,0,0,1
1660987,0,0,0,14
1676517,0,0,0,1
1686088,0,0,0,1
1710880,0,0,12,1
1720286,0,14,0,8
1787142,0,0,0,1
1799825,0,0,0,2
1833579,0,0,0,2
1938641,0,2,0,3
1938641,0,1,0,3
1978964,0,0,0,5
2052870,0,0,8,6
2071581,0,0,0,1
2099555,0,0,0,2
2110694,0,0,0,4
2112876,1,0,0,3
2113611,0,15,0,16
2161086,0,0,0,9
2165345,0,0,0,7
2179628,0,0,6,7
2179628,0,0,4,7
2179628,0,0,1,7
2179628,0,0,2,7
2179628,0,0,3,7
2179628,0,0,5,7
2182535,0,0,0,3
2194645,0,0,0,2
2244708,0,0,0,10
2248289,0,0,0,2
2263434,0,0,0,5
2280583,0,0,0,1
2316026,0,0,0,1
2347856,4,0,0,2
2347856,3,0,0,2
2368130,0,0,0,4
2385795,7,5,3,12
2385795,7,6,3,12
2385795,7,4,3,12
2426603,0,2,0,1
2426603,0,4,0,1
2436090,0,6,11,9
2475508,0,0,12,11
2531054,0,0,0,9
2548344,0,0,0,2
2583670,0,1,0,6
2583670,0,2,0,6
2583670,0,3,0,6
2655694,0,0,0,5
2717429,0,14,0,5
2791949,0,0,0,2
2832715,0,0,0,1
2845999,0,0,0,1
2871410,0,0,0,1
2969986,0,0,0,3
3053370,0,4,0,19
3053370,0,5,0,19
3053370,0,9,0,19
3053370,0,12,0,19
3053370,0,14,0,19
3053370,0,6,0,19
3053370,0,13,0,19
3053370,0,8,0,19
3053370,0,7,0,19
3053370,0,11,0,19
3053370,0,10,0,19
3053370,0,17,0,19
3053370,0,3,0,19
3053370,0,18,0,19
3053370,0,16,0,19
3053370,0,15,0,19
3066055,0,0,0,1
3115539,0,0,0,7
3157431,0,0,0,2
3193375,0,0,0,4
3208081,28,8,0,21
3208081,26,15,0,21
3208081,25,14,0,21
3208081,25,12,0,21
3208081,28,13,0,21
3208081,27,1,0,21
3208081,25,6,0,21
3208081,27,9,0,21
3208081,27,10,0,21
3208081,25,11,0,21
3208081,27,5,0,21
3208081,28,15,0,21
3208081,26,14,0,21
3208081,26,12,0,21
3208081,25,1,0,21
3208081,26,6,0,21
3208081,25,9,0,21
3208081,27,2,0,21
3208081,25,10,0,21
3208081,26,11,0,21
3208081,25,5,0,21
3208081,28,14,0,21
3208081,28,12,0,21
3208081,26,1,0,21
3208081,28,6,0,21
3208081,26,9,0,21
3208081,25,2,0,21
3208081,26,10,0,21
3208081,28,11,0,21
3208081,26,5,0,21
3208081,27,4,0,21
3208081,27,3,0,21
3208081,28,1,0,21
3208081,28,9,0,21
3208081,26,2,0,21
3208081,28,10,0,21
3208081,27,16,0,21
3208081,28,5,0,21
3208081,25,4,0,21
3208081,27,7,0,21
3208081,25,3,0,21
3208081,28,2,0,21
3208081,25,16,0,21
3208081,27,8,0,21
3208081,26,4,0,21
3208081,25,7,0,21
3208081,26,3,0,21
3208081,27,13,0,21
3208081,26,16,0,21
3208081,25,8,0,21
3208081,27,15,0,21
3208081,28,4,0,21
3208081,26,7,0,21
3208081,28,3,0,21
3208081,25,13,0,21
3208081,28,16,0,21
3208081,26,8,0,21
3208081,25,15,0,21
3208081,27,14,0,21
3208081,27,12,0,21
3208081,28,7,0,21
3208081,26,13,0,21
3208081,27,6,0,21
3208081,27,11,0,21
3294370,0,0,4,5
3297474,0,1,0,7
706986,0,0,0,5
885254,0,0,0,8
908430,0,0,0,9
1068345,0,0,0,5
1229032,0,0,0,4
1347523,0,0,0,4
1425784,2,6,0,1
1431997,0,0,0,4
1456863,0,1,0,4
1652924,0,0,0,5
2019586,0,0,1,6
2127241,0,0,0,1
2259426,0,0,0,1
2379011,0,4,2,3
3076921,0,0,0,2
49570,0,0,0,3
111886,0,2,0,7
111886,0,5,0,7
111886,0,1,0,7
111886,0,6,0,7
111886,0,4,0,7
111886,0,3,0,7
185687,0,0,0,4
207781,0,1,0,2
264685,0,0,0,2
267698,0,0,0,6
297030,0,0,0,9
367325,0,0,3,4
368698,0,0,0,14
455864,0,0,0,26
486997,0,0,0,6
523054,0,27,0,2
586834,0,0,0,5
718984,0,0,0,12
731619,0,0,0,1
741941,0,0,0,1
828271,0,0,0,2
850864,0,0,0,3
858048,0,0,0,5
905934,0,0,0,2
930208,0,0,0,4
1096118,0,0,0,2
1100853,0,0,0,7
1111834,0,0,0,5
1181191,0,0,0,2
1196513,0,0,0,1
1245042,0,0,0,7
1369645,0,0,0,11
1406705,0,0,0,11
1507903,0,0,0,6
1511923,0,0,11,7
1578996,0,0,0,5
1601194,5,4,0,6
1688233,13,0,0,6
1762535,0,0,0,4
1796155,0,4,0,8
1935761,0,0,0,4
2069978,0,0,0,16
2140074,0,0,0,2
2187480,0,0,0,3
2221398,0,0,0,4
2255604,0,0,0,2
2312912,0,0,0,4
2375617,0,0,0,2
2410961,0,0,0,32
2463015,0,0,1,2
2540098,0,0,0,5
2693709,1,10,0,3
2693709,1,2,0,3
2693709,1,11,0,3
2718384,0,0,0,20
2740725,0,0,0,8
2766883,0,0,0,5
2850620,0,15,0,17
2966394,0,0,0,3
2988686,0,0,0,7
3015670,0,0,0,1
3059765,0,0,0,1
3062079,0,0,0,2
3128210,0,0,0,3
3172240,5,7,0,4
3231113,0,0,0,4
3287511,0,0,0,7
3409105,0,0,0,2
583230,0,0,0,1
835193,16,20,0,4
835193,16,21,0,4
835193,17,20,0,4
835193,17,21,0,4
938454,0,0,0,1
1130653,0,0,0,15
1604837,9,0,0,18
1628444,6,0,0,3
2065812,0,4,0,2
2078212,0,0,3,1
2278731,13,0,0,14
2627006,0,0,0,10
3303377,0,0,0,1
3319062,0,0,4,3
149694,31,0,0,28
464532,0,0,0,1
532068,0,0,0,2
1184725,0,0,0,3
1505686,0,0,0,3
2675312,0,0,23,25
3051653,0,5,0,4
3176946,4,0,11,6
3345726,0,0,0,2
201829,0,3,0,16
437454,0,0,0,9
1133341,0,0,0,9
1798505,0,0,0,5
1823744,0,0,0,12
1960370,0,0,0,3
1983279,0,0,0,3
3160210,0,0,0,22
7882,0,0,0,10
11123,0,1,0,2
16210,0,4,0,3
24157,5,0,0,3
32313,0,0,11,7
51099,0,3,0,2
55197,2,0,0,1
79442,3,0,0,5
89064,0,0,0,1
100014,4,5,0,2
106461,0,0,0,5
127900,0,0,0,3
141957,0,0,0,2
147212,0,0,0,5
168565,0,0,0,6
188959,0,0,0,8
208780,0,0,0,6
221635,0,14,0,16
221635,0,13,0,16
225390,0,8,0,4
225390,0,9,0,4
230215,0,0,0,2
238665,0,0,0,2
245126,0,0,0,6
271599,2,0,0,5
312200,0,0,0,4
314471,0,0,0,1
349582,0,7,0,14
349582,0,6,0,14
349582,0,4,0,14
349582,0,8,0,14
349582,0,3,0,14
349582,0,5,0,14
349582,0,9,0,14
369475,0,2,0,6
400920,2,0,4,1
411943,0,6,0,23
411943,0,5,0,23
411943,0,8,0,23
425663,0,0,0,2
444891,0,0,0,14
486409,2,4,0,9
486409,2,15,0,9
486409,2,5,0,9
486409,2,1,0,9
486409,2,6,0,9
486409,2,3,0,9
494696,4,0,0,5
496466,0,0,0,2
497338,0,0,0,11
501905,0,4,0,3
526827,0,0,0,29
570924,0,0,0,3
575036,0,6,0,5
579426,0,0,0,1
580052,0,0,0,19
587139,5,0,0,3
587685,0,0,0,7
594320,0,0,1,7
614977,0,0,0,1
620434,0,0,0,8
640999,0,0,0,5
641606,0,0,1,2
655455,0,0,0,1
661738,3,0,0,5
661738,6,0,0,5
693934,0,0,0,4
702354,0,0,0,6
718003,14,0,0,17
723349,0,0,0,21
728032,0,0,0,1
737259,0,0,0,11
739655,0,3,0,2
750789,4,0,0,2
785796,0,0,0,1
820672,0,0,0,1
825491,0,9,0,2
829862,2,0,0,3
840574,0,0,0,3
845367,0,0,0,1
879820,0,3,0,2
884032,0,0,0,16
895197,3,0,0,5
948866,0,0,0,13
979396,0,0,3,2
1035910,0,0,0,20
1043532,0,0,1,7
1062728,1,0,0,4
1080807,0,0,0,7
1083695,1,0,0,5
1091536,0,0,0,7
1114164,0,0,0,5
1120688,3,0,0,2
1143771,5,10,8,3
1143771,5,13,8,3
1143771,5,12,7,3
1143771,5,9,7,3
1143771,5,14,7,3
1143771,5,12,8,3
1143771,5,11,7,3
1143771,5,9,8,3
1143771,5,10,7,3
1143771,5,14,8,3
1143771,5,13,7,3
1143771,5,11,8,3
1163132,0,0,1,7
1211172,0,0,0,1
1228672,0,26,0,22
1238284,1,3,0,12
1238284,1,6,0,12
1238284,1,7,0,12
1238284,1,9,0,12
1238284,1,10,0,12
1238284,1,2,0,12
1238284,1,4,0,12
1277037,0,0,0,1
1324119,0,0,0,10
1331643,0,0,0,12
1341028,0,0,0,1
1356625,0,0,0,2
1357809,5,0,0,3
1361133,5,0,0,4
1374719,0,0,0,5
1378027,0,16,15,1
1378027,0,5,15,1
1378027,0,16,4,1
1378027,0,5,4,1
1393044,0,5,1,7
1393044,0,4,1,7
1393044,0,3,1,7
1393044,0,19,1,7
1393044,0,5,2,7
1393044,0,4,2,7
1393044,0,3,2,7
1393044,0,19,2,7
1455317,0,1,0,10
1466000,3,0,0,2
1466988,0,0,0,6
1488472,0,0,0,14
1525301,0,6,0,5
1525301,0,1,0,5
1527658,0,0,0,3
1528226,2,0,0,5
1547324,0,0,0,2
1557607,0,0,0,11
1563781,0,4,6,3
1563781,0,1,6,3
1588446,0,0,0,2
1589998,0,1,0,3
1593336,2,0,0,5
1603388,0,0,0,10
1604153,0,18,19,15
1604153,0,18,20,15
1613897,0,0,1,2
1616012,0,0,0,3
1617270,6,0,0,5
1617270,3,0,0,5
1630582,5,0,0,2
1630582,6,0,0,2
1630818,3,0,0,7
1630818,4,0,0,7
1631498,0,0,0,2
1647146,0,0,0,8
1654162,0,0,5,1
1683312,0,0,0,1
1710569,2,0,0,4
1717170,0,0,0,15
1727685,2,8,5,9
1729851,0,0,0,10
1746670,0,0,0,26
1768148,0,0,0,1
1795185,2,0,0,3
1796617,3,0,0,4
1827295,0,0,8,5
1837309,0,0,0,3
1865125,0,0,0,3
1867340,0,0,0,2
1872286,0,8,0,2
1872286,0,10,0,2
1872286,0,9,0,2
1894340,0,1,0,8
1894340,0,6,0,8
1894340,0,2,0,8
1894340,0,3,0,8
1894340,0,5,0,8
1915595,1,0,0,6
1924688,6,1,0,7
1932241,0,3,0,2
1937579,0,0,0,3
1947705,0,0,0,1
1966964,0,0,4,2
1977857,13,11,0,12
2048290,0,0,0,1
2051827,22,0,0,21
2059088,0,0,0,7
2104049,0,0,0,9
2110475,0,2,0,5
2110475,0,3,0,5
2110475,0,4,0,5
2120737,0,1,0,6
2120737,0,2,0,6
2120737,0,4,0,6
2120737,0,3,0,6
2134218,0,0,0,22
2161872,0,0,0,11
2162405,0,0,0,1
2163307,4,0,0,3
2188142,0,0,0,7
2192856,0,13,0,14
2192856,0,2,0,14
2192856,0,15,0,14
2192856,0,3,0,14
2205510,0,0,0,1
2209319,0,0,0,2
2232758,0,0,0,6
2249770,0,0,0,2
2266858,0,0,0,17
2270365,0,2,0,4
2294666,0,0,0,7
2312875,0,0,0,5
2321413,0,1,0,2
2353335,3,0,0,2
2359112,17,0,0,13
2359112,16,0,0,13
2359746,1,12,0,7
2359746,1,4,0,7
2359746,1,14,0,7
2359746,1,17,0,7
2359746,1,11,0,7
2359746,1,13,0,7
2359746,1,15,0,7
2359746,1,16,0,7
2359746,1,2,0,7
2359746,1,3,0,7
2430817,0,0,0,1
2462755,3,0,0,2
2483027,0,0,0,25
2484512,0,0,0,10
2485134,0,0,0,2
2504720,0,0,0,12
2505069,1,0,0,4
2515054,2,0,0,3
2520226,0,0,0,1
2536636,0,0,0,4
2538439,4,0,0,3
2553443,0,0,0,5
2554202,0,5,0,1
2560800,7,0,1,2
2560800,6,0,1,2
2566601,0,0,0,1
2566720,0,1,0,16
2582897,0,0,0,3
2586571,0,2,0,6
2586571,0,11,0,6
2586571,0,10,0,6
2586571,0,9,0,6
2586571,0,1,0,6
2595107,3,0,0,2
2599632,31,2,0,30
2612423,2,0,0,3
2624770,8,0,0,9
2624987,0,0,4,2
2624987,0,0,7,2
2635891,5,0,0,4
2635891,2,0,0,4
2640633,7,0,0,4
2640888,5,0,0,1
2666489,0,0,0,2
2670179,0,0,0,8
2685882,2,0,0,4
2692481,2,0,0,1
2706006,0,4,0,1
2707074,18,19,0,10
2712403,5,0,9,3
2712403,4,0,9,3
2712403,5,0,10,3
2712403,4,0,10,3
2721714,0,0,0,7
2723221,0,0,0,2
2723531,4,0,0,3
2733736,0,0,0,18
2744812,0,0,0,4
2747485,6,0,0,4
2747485,5,0,0,4
2749474,15,0,0,11
2757799,0,0,0,14
2759042,0,11,0,1
2762359,0,8,1,12
2762359,0,14,1,12
2789744,1,0,0,4
2791073,4,0,0,5
2795503,0,0,0,2
2797413,2,1,0,3
2808764,0,1,0,3
2851523,3,0,0,4
2855204,0,0,0,9
2874588,0,0,0,1
2892211,0,0,0,1
2901863,0,4,0,2
2901863,0,3,0,2
2915934,0,0,0,1
2918925,0,0,0,8
2923030,5,1,0,7
2923030,5,2,0,7
2923030,5,4,0,7
2923030,5,3,0,7
2923096,0,0,0,4
2927444,0,4,0,7
2927444,0,1,0,7
2927444,0,3,0,7
2927444,0,2,0,7
2927444,0,5,0,7
2929229,0,0,0,4
2929843,10,0,0,7
2953841,0,0,0,1
2986879,0,0,0,2
2992439,0,0,0,8
3000856,0,1,5,4
3060927,6,0,0,3
3080967,0,0,0,4
3089127,0,0,0,1
3089987,0,8,0,12
3089987,0,9,0,12
3105817,1,7,0,3
3115020,0,0,0,4
3126954,0,0,0,2
3143009,3,0,0,5
3155797,0,0,0,4
3196422,0,0,0,1
3213629,0,0,0,1
3236570,0,0,0,1
3254282,6,10,0,4
3262609,0,0,0,1
3262999,0,0,0,17
3278397,0,0,0,32
3278986,0,0,0,3
3303558,0,0,0,10
3311532,0,0,0,6
3361546,0,0,0,6
3387937,0,0,1,5
3404637,0,0,0,5
3408245,0,3,0,2
3408245,0,7,0,2
3408245,0,9,0,2
3408245,0,1,0,2
3408245,0,8,0,2
3417775,0,0,0,9
203108,0,0,0,1
251643,0,0,0,32
357805,0,0,0,1
1066158,0,0,0,19
1514742,0,0,0,2
1583204,2,0,0,3
1730497,0,0,0,4
1910913,0,0,0,38
2313806,0,0,0,2
2425283,0,1,0,7
2641989,0,0,0,29
2724573,0,0,0,2
2735530,0,0,0,2
724676,0,0,0,3
927753,0,0,0,10
1443699,0,0,0,7
1590763,0,0,0,3
2602749,0,4,0,2
2602749,0,3,0,2
2602749,0,1,0,2
203928,0,0,0,7
358082,0,3,0,7
358082,0,1,0,7
358082,0,2,0,7
687956,0,11,0,12
1032966,0,0,0,1
1110378,0,0,0,2
1342367,0,0,0,17
1441631,0,0,0,2
2090360,0,0,0,11
2118825,0,0,0,3
2912570,0,0,0,7
3274830,0,0,0,3
3387863,0,0,0,11
3402738,0,0,0,11
38385,0,2,0,1
38385,0,3,0,1
52181,0,0,0,1
91152,0,0,9,12
99486,0,0,0,3
149511,0,0,0,9
170831,0,0,0,12
188039,0,0,0,5
209076,0,8,0,7
209317,0,0,0,5
212180,8,0,0,7
237026,0,0,3,1
378426,0,0,3,1
393604,0,0,0,4
450112,0,0,0,1
451663,0,0,0,3
452537,0,5,0,2
452537,0,4,0,2
452537,0,8,0,2
452537,0,7,0,2
452537,0,9,0,2
452537,0,6,0,2
498396,0,6,0,5
505320,0,0,0,1
526156,0,0,0,2
529740,1,0,0,4
553662,0,0,0,6
565405,4,8,12,9
565405,6,8,12,9
565405,4,8,7,9
565405,6,8,7,9
565405,4,8,13,9
565405,6,8,13,9
607830,0,0,0,3
659099,0,2,0,1
680377,0,0,0,15
692994,0,0,0,2
699572,0,0,0,10
705715,0,0,0,2
713428,16,9,6,3
713428,17,10,6,3
713428,16,9,2,3
713428,17,7,6,3
713428,17,10,2,3
713428,16,10,6,3
713428,17,7,2,3
713428,16,7,6,3
713428,16,10,2,3
713428,17,9,6,3
713428,16,7,2,3
713428,17,9,2,3
740122,0,1,0,3
740122,0,2,0,3
740627,0,0,0,10
775103,0,0,0,6
793654,0,0,0,1
795207,0,0,0,2
799088,1,11,6,14
799088,12,11,6,14
847767,0,0,2,4
847767,0,0,1,4
861550,0,0,0,5
896077,0,12,0,4
909550,0,0,19,5
909550,0,0,26,5
970651,0,0,0,1
987832,0,2,0,4
987832,0,3,0,4
987832,0,1,0,4
1012398,0,6,0,1
1041996,0,2,0,11
1041996,0,10,0,11
1041996,0,4,0,11
1041996,0,1,0,11
1041996,0,8,0,11
1041996,0,5,0,11
1041996,0,6,0,11
1041996,0,9,0,11
1041996,0,7,0,11
1041996,0,3,0,11
1098406,0,0,0,3
1136002,0,1,0,2
1141230,0,0,2,7
1141230,0,0,5,7
1141230,0,0,6,7
1141230,0,0,4,7
1141230,0,0,3,7
1219105,0,0,0,8
1224440,0,3,0,2
1228705,0,14,0,13
1284835,0,1,0,6
1284835,0,3,0,6
